timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1608053288258,53,Logout-1,200,,Thread-Gruppe 1-1,text,true,,9135,738,10,10,53,0,0
1608053288229,90,Logout,200,,Thread-Gruppe 1-7,text,true,,10479,1588,10,10,47,0,0
1608053288229,47,Logout-0,302,,Thread-Gruppe 1-7,,true,,1344,850,10,10,47,0,0
1608053288277,42,Logout-1,200,,Thread-Gruppe 1-7,text,true,,9135,738,10,10,42,0,0
1608053288228,91,Logout,200,,Thread-Gruppe 1-5,text,true,,10479,1587,10,10,43,0,1
1608053288228,43,Logout-0,302,,Thread-Gruppe 1-5,,true,,1344,849,10,10,43,0,1
1608053288272,47,Logout-1,200,,Thread-Gruppe 1-5,text,true,,9135,738,10,10,47,0,0
1608053288312,22,Home,200,,Thread-Gruppe 1-4,text,true,,8822,150,10,10,22,0,0
1608053288313,26,Home,200,,Thread-Gruppe 1-1,text,true,,8822,150,10,10,26,0,0
1608053288313,28,Home,200,,Thread-Gruppe 1-2,text,true,,8822,150,10,10,28,0,0
1608053288320,25,Home,200,,Thread-Gruppe 1-5,text,true,,8822,150,10,10,25,0,0
1608053288320,29,Home,200,,Thread-Gruppe 1-7,text,true,,8822,150,10,10,29,0,0
1608053288335,42,Login,200,,Thread-Gruppe 1-4,text,true,,10104,1026,10,10,21,0,0
1608053288335,21,Login-0,302,,Thread-Gruppe 1-4,,true,,755,278,10,10,21,0,0
1608053288357,20,Login-1,200,,Thread-Gruppe 1-4,text,true,,9349,748,10,10,19,0,0
1608053288339,42,Login,200,,Thread-Gruppe 1-1,text,true,,10104,1026,10,10,21,0,0
1608053288339,21,Login-0,302,,Thread-Gruppe 1-1,,true,,755,278,10,10,21,0,0
1608053288361,20,Login-1,200,,Thread-Gruppe 1-1,text,true,,9349,748,10,10,19,0,0
1608053288342,80,Login,200,,Thread-Gruppe 1-2,text,true,,10104,1026,10,10,42,0,0
1608053288342,42,Login-0,302,,Thread-Gruppe 1-2,,true,,755,278,10,10,42,0,0
1608053288384,38,Login-1,200,,Thread-Gruppe 1-2,text,true,,9349,748,10,10,37,0,0
1608053288350,72,Login,200,,Thread-Gruppe 1-7,text,true,,10105,1027,10,10,42,0,0
1608053288350,42,Login-0,302,,Thread-Gruppe 1-7,,true,,756,278,10,10,42,0,0
1608053288392,30,Login-1,200,,Thread-Gruppe 1-7,text,true,,9349,749,10,10,30,0,0
1608053288346,93,Login,200,,Thread-Gruppe 1-5,text,true,,10103,1025,10,10,47,0,0
1608053288346,47,Login-0,302,,Thread-Gruppe 1-5,,true,,754,278,10,10,47,0,0
1608053288394,45,Login-1,200,,Thread-Gruppe 1-5,text,true,,9349,747,10,10,45,0,0
1608053288180,777,List Products,200,,Thread-Gruppe 1-10,text,true,,100738,774,10,10,773,0,0
1608053288377,584,List Products,200,,Thread-Gruppe 1-4,text,true,,147011,774,10,10,576,0,0
1608053288381,581,List Products,200,,Thread-Gruppe 1-1,text,true,,118983,774,10,10,571,0,0
1608053288175,789,List Products,200,,Thread-Gruppe 1-9,text,true,,118983,775,10,10,777,0,0
1608053288175,789,List Products,200,,Thread-Gruppe 1-8,text,true,,108144,775,10,10,778,0,0
1608053288195,769,List Products,200,,Thread-Gruppe 1-6,text,true,,100738,774,10,10,758,0,0
1608053288180,784,List Products,200,,Thread-Gruppe 1-3,text,true,,100738,774,10,10,774,0,0
1608053288422,554,List Products,200,,Thread-Gruppe 1-2,text,true,,100738,774,10,10,531,0,0
1608053288423,541,List Products,200,,Thread-Gruppe 1-7,text,true,,147011,775,10,10,529,0,0
1608053288440,524,List Products,200,,Thread-Gruppe 1-5,text,true,,100738,773,10,10,514,0,0
1608053288963,29,Look at Product,500,,Thread-Gruppe 1-4,text,false,,7349,762,10,10,29,0,0
1608053288963,30,Look at Product,500,,Thread-Gruppe 1-1,text,false,,7349,762,10,10,30,0,0
1608053288993,856,Add Product to Cart,200,,Thread-Gruppe 1-4,text,true,,26290,1744,10,10,77,0,1
1608053288994,855,Add Product to Cart,200,,Thread-Gruppe 1-1,text,true,,29440,1745,10,10,76,0,1
1608053288993,77,Add Product to Cart-0,302,,Thread-Gruppe 1-4,,true,,884,867,10,10,77,0,1
1608053289070,779,Add Product to Cart-1,200,,Thread-Gruppe 1-4,text,true,,25406,877,10,10,779,0,0
1608053288994,76,Add Product to Cart-0,302,,Thread-Gruppe 1-1,,true,,885,867,10,10,76,0,1
1608053289071,778,Add Product to Cart-1,200,,Thread-Gruppe 1-1,text,true,,28555,878,10,10,778,0,0
1608053289850,34,List Products with different page,200,,Thread-Gruppe 1-4,text,true,,147033,899,10,10,31,0,0
1608053288977,949,Look at Product,200,,Thread-Gruppe 1-2,text,true,,101392,762,10,10,944,0,0
1608053288978,948,Look at Product,200,,Thread-Gruppe 1-7,text,true,,151683,763,10,10,945,0,0
1608053288976,952,Look at Product,200,,Thread-Gruppe 1-8,text,true,,119626,763,10,10,945,0,0
1608053288976,952,Look at Product,200,,Thread-Gruppe 1-9,text,true,,121188,763,10,10,945,0,0
1608053288977,951,Look at Product,200,,Thread-Gruppe 1-3,text,true,,85606,762,10,10,946,0,0
1608053288978,950,Look at Product,200,,Thread-Gruppe 1-5,text,true,,93823,761,10,10,943,0,0
1608053288977,953,Look at Product,200,,Thread-Gruppe 1-6,text,true,,95650,762,10,10,945,0,0
1608053288959,971,Look at Product,200,,Thread-Gruppe 1-10,text,true,,103178,762,10,10,964,0,0
1608053289850,132,List Products with different page,200,,Thread-Gruppe 1-1,text,true,,116591,900,10,10,129,0,0
1608053289885,131,Add Product 2 to Cart,200,,Thread-Gruppe 1-4,text,true,,26983,1987,10,10,15,0,0
1608053289885,15,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-4,,true,,1002,992,10,10,15,0,0
1608053289901,115,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-4,text,true,,25981,995,10,10,115,0,0
1608053290017,28,Logout,200,,Thread-Gruppe 1-4,text,true,,10479,1831,10,10,8,0,0
1608053289929,116,Add Product to Cart,200,,Thread-Gruppe 1-3,text,true,,24190,1745,10,10,24,0,0
1608053290017,8,Logout-0,302,,Thread-Gruppe 1-4,,true,,1344,1093,10,10,8,0,0
1608053289929,24,Add Product to Cart-0,302,,Thread-Gruppe 1-3,,true,,885,867,10,10,24,0,0
1608053290026,19,Logout-1,200,,Thread-Gruppe 1-4,text,true,,9135,738,10,10,19,0,0
1608053289953,92,Add Product to Cart-1,200,,Thread-Gruppe 1-3,text,true,,23305,878,10,10,92,0,0
1608053290046,21,Home,200,,Thread-Gruppe 1-4,text,true,,8822,150,10,10,21,0,0
1608053289927,154,Add Product to Cart,200,,Thread-Gruppe 1-2,text,true,,28980,1745,10,10,44,0,0
1608053289927,44,Add Product to Cart-0,302,,Thread-Gruppe 1-2,,true,,885,867,10,10,44,0,0
1608053289972,109,Add Product to Cart-1,200,,Thread-Gruppe 1-2,text,true,,28095,878,10,10,109,0,0
1608053289927,175,Add Product to Cart,200,,Thread-Gruppe 1-7,text,true,,28976,1748,10,10,37,0,0
1608053289927,37,Add Product to Cart-0,302,,Thread-Gruppe 1-7,,true,,887,868,10,10,37,0,0
1608053289965,137,Add Product to Cart-1,200,,Thread-Gruppe 1-7,text,true,,28089,880,10,10,135,0,0
1608053290068,41,Login,200,,Thread-Gruppe 1-4,text,true,,10104,1026,10,10,25,0,0
1608053290068,25,Login-0,302,,Thread-Gruppe 1-4,,true,,755,278,10,10,25,0,0
1608053290094,15,Login-1,200,,Thread-Gruppe 1-4,text,true,,9349,748,10,10,15,0,0
1608053289931,180,Add Product to Cart,200,,Thread-Gruppe 1-10,text,true,,28959,1745,10,10,43,0,0
1608053289931,43,Add Product to Cart-0,302,,Thread-Gruppe 1-10,,true,,885,867,10,10,43,0,0
1608053289974,137,Add Product to Cart-1,200,,Thread-Gruppe 1-10,text,true,,28074,878,10,10,136,0,0
1608053289983,144,Add Product 2 to Cart,200,,Thread-Gruppe 1-1,text,true,,30153,1989,10,10,29,0,0
1608053289983,29,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-1,,true,,1003,993,10,10,29,0,0
1608053290013,114,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-1,text,true,,29150,996,10,10,113,0,0
1608053289929,200,Add Product to Cart,200,,Thread-Gruppe 1-9,text,true,,28985,1747,10,10,27,0,0
1608053289929,27,Add Product to Cart-0,302,,Thread-Gruppe 1-9,,true,,886,868,10,10,27,0,0
1608053289957,172,Add Product to Cart-1,200,,Thread-Gruppe 1-9,text,true,,28099,879,10,10,171,0,0
1608053289930,209,Add Product to Cart,200,,Thread-Gruppe 1-6,text,true,,27083,1745,10,10,47,0,0
1608053289930,47,Add Product to Cart-0,302,,Thread-Gruppe 1-6,,true,,885,867,10,10,47,0,0
1608053289977,162,Add Product to Cart-1,200,,Thread-Gruppe 1-6,text,true,,26198,878,10,10,162,0,0
1608053289930,215,Add Product to Cart,200,,Thread-Gruppe 1-5,text,true,,27172,1744,10,10,52,0,0
1608053289929,216,Add Product to Cart,200,,Thread-Gruppe 1-8,text,true,,32572,1747,10,10,36,0,0
1608053289930,52,Add Product to Cart-0,302,,Thread-Gruppe 1-5,,true,,885,866,10,10,52,0,0
1608053289929,36,Add Product to Cart-0,302,,Thread-Gruppe 1-8,,true,,886,868,10,10,36,0,0
1608053289982,163,Add Product to Cart-1,200,,Thread-Gruppe 1-5,text,true,,26287,878,10,10,162,0,0
1608053289965,180,Add Product to Cart-1,200,,Thread-Gruppe 1-8,text,true,,31686,879,10,10,180,0,0
1608053290127,32,Logout,200,,Thread-Gruppe 1-1,text,true,,10479,1832,10,10,9,0,0
1608053290127,9,Logout-0,302,,Thread-Gruppe 1-1,,true,,1344,1094,10,10,9,0,0
1608053290137,22,Logout-1,200,,Thread-Gruppe 1-1,text,true,,9135,738,10,10,20,0,0
1608053290110,51,List Products,200,,Thread-Gruppe 1-4,text,true,,108144,774,10,10,44,0,0
1608053290160,14,Home,200,,Thread-Gruppe 1-1,text,true,,8822,150,10,10,14,0,0
1608053290175,50,Login,200,,Thread-Gruppe 1-1,text,true,,10104,1026,10,10,34,0,0
1608053290175,34,Login-0,302,,Thread-Gruppe 1-1,,true,,755,278,10,10,34,0,0
1608053290210,15,Login-1,200,,Thread-Gruppe 1-1,text,true,,9349,748,10,10,15,0,0
1608053290046,182,List Products with different page,200,,Thread-Gruppe 1-3,text,true,,98216,900,10,10,177,0,0
1608053290082,190,List Products with different page,200,,Thread-Gruppe 1-2,text,true,,101683,900,10,10,186,0,0
1608053290111,180,List Products with different page,200,,Thread-Gruppe 1-10,text,true,,99139,900,10,10,175,0,0
1608053290225,74,List Products,200,,Thread-Gruppe 1-1,text,true,,147011,774,10,10,70,0,0
1608053290163,147,Look at Product,200,,Thread-Gruppe 1-4,text,true,,95850,762,10,10,145,0,0
1608053290103,209,List Products with different page,200,,Thread-Gruppe 1-7,text,true,,145136,902,10,10,206,0,0
1608053290140,179,List Products with different page,200,,Thread-Gruppe 1-6,text,true,,99009,900,10,10,177,0,0
1608053290146,176,List Products with different page,200,,Thread-Gruppe 1-8,text,true,,105745,901,10,10,174,0,0
1608053290129,203,List Products with different page,200,,Thread-Gruppe 1-9,text,true,,119345,901,10,10,201,0,0
1608053290146,192,List Products with different page,200,,Thread-Gruppe 1-5,text,true,,99009,900,10,10,187,0,0
1608053290230,146,Add Product 2 to Cart,200,,Thread-Gruppe 1-3,text,true,,24876,1989,10,10,28,0,0
1608053290230,28,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-3,,true,,1003,993,10,10,28,0,0
1608053290258,118,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-3,text,true,,23873,996,10,10,118,0,0
1608053290273,128,Add Product 2 to Cart,200,,Thread-Gruppe 1-2,text,true,,29674,1989,10,10,24,0,0
1608053290273,24,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-2,,true,,1003,993,10,10,24,0,0
1608053290297,104,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-2,text,true,,28671,996,10,10,103,0,0
1608053290301,109,Look at Product,200,,Thread-Gruppe 1-1,text,true,,154190,762,10,10,108,0,0
1608053290377,64,Logout,200,,Thread-Gruppe 1-3,text,true,,10479,1832,10,10,23,0,0
1608053290377,23,Logout-0,302,,Thread-Gruppe 1-3,,true,,1344,1094,10,10,23,0,0
1608053290400,41,Logout-1,200,,Thread-Gruppe 1-3,text,true,,9135,738,10,10,41,0,0
1608053290401,46,Logout,200,,Thread-Gruppe 1-2,text,true,,10479,1832,10,10,30,0,0
1608053290401,30,Logout-0,302,,Thread-Gruppe 1-2,,true,,1344,1094,10,10,30,0,0
1608053290432,15,Logout-1,200,,Thread-Gruppe 1-2,text,true,,9135,738,10,10,15,0,0
1608053290292,166,Add Product 2 to Cart,200,,Thread-Gruppe 1-10,text,true,,29677,1990,10,10,38,0,0
1608053290292,38,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-10,,true,,1004,993,10,10,38,0,0
1608053290331,127,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-10,text,true,,28673,997,10,10,127,0,0
1608053290442,22,Home,200,,Thread-Gruppe 1-3,text,true,,8822,150,10,10,20,0,0
1608053290313,155,Add Product 2 to Cart,200,,Thread-Gruppe 1-7,text,true,,29664,1993,10,10,54,0,0
1608053290313,54,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-7,,true,,1005,995,10,10,54,0,0
1608053290368,100,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-7,text,true,,28659,998,10,10,99,0,0
1608053290448,22,Home,200,,Thread-Gruppe 1-2,text,true,,8822,150,10,10,22,0,0
1608053290459,54,Logout,200,,Thread-Gruppe 1-10,text,true,,10479,1833,10,10,15,0,0
1608053290459,15,Logout-0,302,,Thread-Gruppe 1-10,,true,,1344,1095,10,10,15,0,0
1608053290474,39,Logout-1,200,,Thread-Gruppe 1-10,text,true,,9135,738,10,10,39,0,0
1608053290468,45,Logout,200,,Thread-Gruppe 1-7,text,true,,10479,1834,10,10,9,0,0
1608053290468,9,Logout-0,302,,Thread-Gruppe 1-7,,true,,1344,1096,10,10,9,0,0
1608053290477,36,Logout-1,200,,Thread-Gruppe 1-7,text,true,,9135,738,10,10,36,0,0
1608053290333,186,Add Product 2 to Cart,200,,Thread-Gruppe 1-9,text,true,,29683,1991,10,10,44,0,0
1608053290333,44,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-9,,true,,1004,994,10,10,44,0,0
1608053290378,141,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-9,text,true,,28679,997,10,10,140,0,0
1608053290311,210,Add Product to Cart,200,,Thread-Gruppe 1-4,text,true,,26287,1745,10,10,58,0,0
1608053290311,58,Add Product to Cart-0,302,,Thread-Gruppe 1-4,,true,,885,867,10,10,58,0,0
1608053290369,152,Add Product to Cart-1,200,,Thread-Gruppe 1-4,text,true,,25402,878,10,10,147,0,0
1608053290514,13,Home,200,,Thread-Gruppe 1-10,text,true,,8822,150,10,10,13,0,0
1608053290323,207,Add Product 2 to Cart,200,,Thread-Gruppe 1-8,text,true,,33257,1991,10,10,53,0,0
1608053290323,53,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-8,,true,,1004,994,10,10,53,0,0
1608053290376,154,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-8,text,true,,32253,997,10,10,154,0,0
1608053290320,212,Add Product 2 to Cart,200,,Thread-Gruppe 1-6,text,true,,27758,1989,10,10,34,0,0
1608053290514,18,Home,200,,Thread-Gruppe 1-7,text,true,,8822,150,10,10,18,0,0
1608053290470,62,Login,200,,Thread-Gruppe 1-2,text,true,,10104,1026,10,10,44,0,0
1608053290320,34,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-6,,true,,1003,993,10,10,34,0,0
1608053290355,177,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-6,text,true,,26755,996,10,10,177,0,0
1608053290470,44,Login-0,302,,Thread-Gruppe 1-2,,true,,755,278,10,10,44,0,0
1608053290514,18,Login-1,200,,Thread-Gruppe 1-2,text,true,,9349,748,10,10,18,0,0
1608053290465,67,Login,200,,Thread-Gruppe 1-3,text,true,,10104,1026,10,10,53,0,0
1608053290465,53,Login-0,302,,Thread-Gruppe 1-3,,true,,755,278,10,10,53,0,0
1608053290518,14,Login-1,200,,Thread-Gruppe 1-3,text,true,,9349,748,10,10,14,0,0
1608053290340,192,Add Product 2 to Cart,200,,Thread-Gruppe 1-5,text,true,,27869,1989,10,10,30,0,0
1608053290340,30,Add Product 2 to Cart-0,302,,Thread-Gruppe 1-5,,true,,1003,993,10,10,30,0,0
1608053290370,162,Add Product 2 to Cart-1,200,,Thread-Gruppe 1-5,text,true,,26866,996,10,10,162,0,0
1608053290411,130,Add Product to Cart,200,,Thread-Gruppe 1-1,text,true,,29435,1744,10,10,20,0,0
1608053290411,20,Add Product to Cart-0,302,,Thread-Gruppe 1-1,,true,,884,867,10,10,20,0,0
1608053290432,109,Add Product to Cart-1,200,,Thread-Gruppe 1-1,text,true,,28551,877,10,10,109,0,0
1608053290519,29,Logout,200,,Thread-Gruppe 1-9,text,true,,10479,1833,10,10,10,0,0
1608053290519,10,Logout-0,302,,Thread-Gruppe 1-9,,true,,1344,1095,10,10,10,0,0
1608053290529,19,Logout-1,200,,Thread-Gruppe 1-9,text,true,,9135,738,10,10,19,0,0
1608053290531,29,Logout,200,,Thread-Gruppe 1-8,text,true,,10479,1833,10,10,7,0,0
1608053290531,7,Logout-0,302,,Thread-Gruppe 1-8,,true,,1344,1095,10,10,7,0,0
1608053290539,21,Logout-1,200,,Thread-Gruppe 1-8,text,true,,9135,738,10,10,21,0,0
1608053290549,18,Home,200,,Thread-Gruppe 1-9,text,true,,8822,150,10,10,18,0,0
